 Autoroute , Societe , Departement , Sens , PR , Absc , Echangeur , Type , Nom gare , Date 1ere m.s. , Site 
A430      ,AREA      ,Savoie,*,135,287,,Barrière pleine voie sur l'autoroute                                                                ,SAINT-HELENE,29-10-1991,Gare isolée
A432      ,APRR      ,Ain,*,12,920,,Barrière pleine voie sur l'autoroute                                                                ,LA BOISSE,19-12-1991,Gare isolée
A432      ,APRR      ,Isére,*,18,920,,Barrière pleine voie sur l'autoroute                                                                ,SATOLAS-ST EXUPERY,01-01-1993,Gare isolée
A46       ,APRR      ,Rhéne,*,9,88,GENAY-MASSIEUX,Gare sur bretelle d'échangeur                                                                       ,GENAY                                   ,31-10-1991,Gare isolée
A46       ,APRR      ,Ain,-,16,630,DIF ANSE - NEYRON,Sur échangeur (diffuseur)                                                                           ,MIONNAY,10-02-2011,Gare isolée
A48       ,AREA      ,Isére,*,67,15,RIVES,Sur échangeur (diffuseur)                                                                           ,RIVES,25-10-1975,Gare isolée
A48       ,AREA      ,Isére,*,76,60,CHAMPFEUILLET,Sur échangeur (diffuseur)                                                                           ,CHAMPFEUILLET,16-04-1993,Gare isolée
A48       ,AREA      ,Isére,-,80,190,,Gare sur bretelle d'échangeur                                                                       ,MOIRANS (SORTIES),19-12-1998,Gare isolée
A48       ,AREA      ,Isére,+,80,190,,Gare sur bretelle d'échangeur                                                                       ,MOIRANS (ENTRéES),19-12-1998,Gare isolée
A48       ,AREA      ,Isére,*,84,830,,Barrière pleine voie sur l'autoroute                                                                ,VOREPPE,25-10-1975,Gare isolée
A49       ,AREA      ,Isére,*,9,511,TULLINS,Sur échangeur (diffuseur)                                                                           ,TULLINS,27-12-1990,Gare isolée
A49       ,AREA      ,Isére,*,22,939,VINAY,Sur échangeur (diffuseur)                                                                           ,VINAY,20-12-1991,Gare isolée
A49       ,AREA      ,Isére,*,33,427,SAINT MARCELLIN,Sur échangeur (diffuseur)                                                                           ,SAINT-MARCELLIN                         ,20-12-1991,Gare isolée
A49       ,AREA      ,Dréme,*,46,365,LA BAUME D'HOSTUN,Sur échangeur (diffuseur)                                                                           ,LA BAUME D'HOSTUN                       ,20-12-1991,Gare isolée
A49       ,AREA      ,Dréme,*,56,500,,Barrière pleine voie sur l'autoroute                                                                ,CHATUZANGE LE GOUBET,20-12-1991,Gare isolée
A5        ,APRR      ,Seine et Marne,*,1,0,,Barrière pleine voie sur l'autoroute                                                                ,LES EPRUNES,24-11-1994,Gare isolée
A5        ,APRR      ,Seine et Marne,*,6,732,SAINT GERMAIN LAXIS,Sur échangeur (diffuseur)                                                                           ,SAINT GERMAIN LAXIS,22-10-1993,Gare isolée
A5        ,APRR      ,Seine et Marne,*,13,991,CHATILLON LA BORDE,Sur échangeur (diffuseur)                                                                           ,CHATILLON LA BORDE,22-10-1993,Gare isolée
A5        ,APRR      ,Seine et Marne,*,31,468,FORGES,Sur échangeur (diffuseur)                                                                           ,FORGES,22-10-1993,Gare isolée
A5        ,APRR      ,Seine et Marne,*,38,993,MAROLLES SUR SEINE,Sur échangeur (diffuseur)                                                                           ,MAROLLES SUR SEINE,22-10-1993,Gare isolée
A5        ,APRR      ,Yonne,*,88,75,VULAINES,Sur échangeur (diffuseur)                                                                           ,VULAINES,24-11-1994,Gare isolée
A5        ,APRR      ,Aube,*,115,115,TORVILLIERS,Sur échangeur (diffuseur)                                                                           ,TORVILLIERS                             ,24-11-1994,Gare isolée
A5        ,APRR      ,Aube,*,131,202,SAINT-THIBAULT,Sur échangeur (diffuseur)                                                                           ,SAINT THIBAULT,26-10-1990,Gare isolée
A5        ,APRR      ,Aube,*,157,429,MAGNANT,Sur échangeur (diffuseur)                                                                           ,MAGNANT,26-10-1990,Gare isolée
A5        ,APRR      ,Aube,*,185,95,VILLE-SOUS-LA FERTE,Sur échangeur (diffuseur)                                                                           ,VILLE SOUS LA FERTE,28-10-1990,Gare isolée
A5        ,APRR      ,Marne (Haute Marne),*,208,267,SEMOUTIERS-CHAUMONT,Sur échangeur (diffuseur)                                                                           ,CHAUMONT,18-10-1983,Gare isolée
A50       ,ESCOTA    ,Bouches du Rhéne,*,32,453,CASSIS,Gare sur bretelle d'échangeur                                                                       ,CASSIS (ENTREE)                         ,16-12-1975,Gare isolée
A50       ,ESCOTA    ,Bouches du Rhéne,*,32,453,,Gare sur bretelle d'échangeur                                                                       ,CASSIS (SORTIE),16-12-1975,Gare isolée
A50       ,ESCOTA    ,Bouches du Rhéne,*,34,843,,Barrière pleine voie sur l'autoroute                                                                ,LA CIOTAT (BPV.)                        ,16-12-1975,Gare principale d'un site de plusieurs gares
A50       ,ESCOTA    ,Bouches du Rhéne,*,35,238,LA CIOTAT,Sur échangeur (diffuseur)                                                                           ,LA CIOTAT (ECHANGEUR),16-12-1975,Gare secondaire d'un site de plusieurs gares
A50       ,ESCOTA    ,Var,*,56,87,BANDOL,Sur échangeur (diffuseur)                                                                           ,BANDOL (Echangeur)                      ,23-06-1975,Gare isolée
A50       ,ESCOTA    ,Var,*,56,319,,Barrière pleine voie sur l'autoroute                                                                ,BANDOL,16-12-1976,Gare isolée
A500      ,ESCOTA    ,Alpes Maritimes,*,0,579,,Barrière pleine voie sur l'autoroute                                                                ,BRETELLE DE MONACO,25-05-1992,Gare isolée
A500      ,ESCOTA    ,Alpes Maritimes,*,0,900,LAGHET,Sur échangeur (diffuseur)                                                                           ,LAGHET,14-02-2004,Gare isolée
A51       ,ESCOTA    ,Bouches du Rhéne,*,35,9,,Gare sur bretelle d'échangeur                                                                       ,PERTUIS NORD,29-03-1985,Gare secondaire d'un site de plusieurs gares
A51       ,ESCOTA    ,Bouches du Rhéne,*,35,542,,Gare sur bretelle d'échangeur                                                                       ,PERTUIS (O),22-03-1985,Gare isolée
A51       ,ESCOTA    ,Bouches du Rhéne,*,35,900,,Barrière pleine voie sur l'autoroute                                                                ,MEYRARGUES   BPV    ( PERTUIS),29-03-1985,Gare principale d'un site de plusieurs gares
A51       ,ESCOTA    ,Bouches du Rhéne,*,56,686,ST PAUL LES DURANCE,Sur échangeur (diffuseur)                                                                           ,ST-PAUL- LES- DURANCE,12-12-1986,Gare isolée
A51       ,ESCOTA    ,Alpes de Hautes Provence,*,70,199,MANOSQUE,Sur échangeur (diffuseur)                                                                           ,MANOSQUE,12-12-1986,Gare isolée
A51       ,ESCOTA    ,Alpes de Hautes Provence,*,84,745,LA BRILLANNE,Sur échangeur (diffuseur)                                                                           ,LA BRILLANNE,21-12-1989,Gare isolée
A51       ,ESCOTA    ,Alpes de Hautes Provence,*,99,955,PEYRUIS,Sur échangeur (diffuseur)                                                                           ,PEYRUIS,21-12-1989,Gare isolée
A51       ,ESCOTA    ,Alpes de Hautes Provence,*,110,672,,Gare sur bretelle d'échangeur                                                                       ,AUBIGNOSC EST,21-12-1989,Gare isolée
A51       ,ESCOTA    ,Alpes de Hautes Provence,*,110,672,,Gare sur bretelle d'échangeur                                                                       ,AUBIGNOSC OUEST,21-12-1989,Gare isolée
A51       ,ESCOTA    ,Alpes de Hautes Provence,*,116,200,SISTERON SUD,Sur échangeur (diffuseur)                                                                           ,SISTERON SUD,28-06-1990,Gare isolée
A51       ,ESCOTA    ,Alpes de Hautes Provence,*,123,200,,Barrière pleine voie sur l'autoroute                                                                ,SISTERON      NORD,28-06-1990,Gare isolée
A51       ,ESCOTA    ,Alpes (Hautes Alpes),+,152,8,,Barrière pleine voie sur l'autoroute                                                                ,LA SAULCE,26-06-1999,Gare isolée
A51N      ,AREA      ,Isére,*,8,400,,Barrière pleine voie sur l'autoroute                                                                ,LE CROZET,29-07-1999,Gare isolée
A52       ,ESCOTA    ,Bouches du Rhéne,*,12,590,,Gare sur bretelle d'échangeur                                                                       ,PAS DE TRETS (1),29-08-1974,Gare isolée
A52       ,ESCOTA    ,Bouches du Rhéne,*,12,590,,Gare sur bretelle d'échangeur                                                                       ,PAS DE TRETS (2),29-08-1974,Gare isolée
A52       ,ESCOTA    ,Bouches du Rhéne,*,20,349,,Barrière pleine voie sur l'autoroute                                                                ,PONT DE L'ETOILE,29-08-1974,Gare isolée
A520      ,ESCOTA    ,Bouches du Rhéne,*,2,857,,Barrière pleine voie sur l'autoroute                                                                ,AURIOL,29-08-1974,Gare isolée
A54       ,ASF       ,Gard,*,2,980,NIMES-CENTRE,Sur échangeur (diffuseur)                                                                           ,NIMES CENTRE,28-06-1990,Gare isolée
A54       ,ASF       ,Gard,*,9,800,GARONS,Sur échangeur (diffuseur)                                                                           ,GARONS,28-06-1990,Gare isolée
A54       ,ASF       ,Bouches du Rhéne,*,22,500,,Barrière pleine voie sur l'autoroute                                                                ,ARLES,28-06-1990,Gare isolée
A54       ,ASF       ,Bouches du Rhéne,*,50,400,,Barrière pleine voie sur l'autoroute                                                                ,SAINT MARTIN DE CRAU,15-03-1996,Gare isolée
A54       ,ASF       ,Bouches du Rhéne,*,63,960,SALON OUEST,Sur échangeur (diffuseur)                                                                           ,SALON OUEST,15-03-1996,Gare isolée
A54       ,ASF       ,Bouches du Rhéne,*,68,640,GRANS,Sur échangeur (diffuseur)                                                                           ,GRANS,15-03-1996,Gare isolée
A54       ,ASF       ,Bouches du Rhéne,*,70,530,,Gare sur bretelle d'échangeur                                                                       ,SALON SUD (ENTREE),15-03-1987,Gare isolée
A54       ,ASF       ,Bouches du Rhéne,*,70,530,,Gare sur bretelle d'échangeur                                                                       ,SALON SUD (SORTIE),15-06-1987,Gare isolée
A57       ,ESCOTA    ,Var,*,24,100,,Barrière pleine voie sur l'autoroute                                                                ,PUGET VILLE,20-12-1991,Gare isolée
A57       ,ESCOTA    ,Var,+,32,0,CARNOULES,Sur échangeur (diffuseur)                                                                           ,CARNOULES,14-06-1998,Gare isolée
A57       ,ESCOTA    ,Var,*,51,400,LE CANNET DES MAURES,Sur échangeur (diffuseur)                                                                           ,LE CANNET DES MAURES,20-12-1991,Gare isolée
A6        ,APRR      ,Seine et Marne,*,50,250,,Barrière pleine voie sur l'autoroute                                                                ,FLEURY(BARRIERE),25-05-1964,Gare isolée
A6        ,APRR      ,Seine et Marne,*,50,250,,Satellite                                                                                           ,FLEURY (SATELLITE),25-05-1964,Gare isolée
A6        ,APRR      ,Seine et Marne,*,60,999,URY,Sur échangeur (diffuseur)                                                                           ,URY,25-05-1964,Gare isolée
A6        ,APRR      ,Seine et Marne,*,69,689,,Gare sur bretelle d'échangeur                                                                       ,FONTAINEBLEAU (SORTIE),30-04-1965,Gare isolée
A6        ,APRR      ,Seine et Marne,*,69,690,FONTAINEBLEAU,Gare sur bretelle d'échangeur                                                                       ,FONTAINEBLEAU (ENTREE)                  ,30-04-1965,Gare isolée
A6        ,APRR      ,Seine et Marne,*,72,819,NEMOURS,Sur échangeur (diffuseur)                                                                           ,NEMOURS,15-03-1967,Gare isolée
A6        ,APRR      ,Yonne,*,110,865,,Sur échangeur (diffuseur)                                                                           ,COURTENAY,31-03-1967,Gare isolée
A6        ,APRR      ,Yonne,*,128,100,JOIGNY,Gare sur bretelle d'échangeur                                                                       ,JOIGNY (ENTREE VERS LYON)               ,15-12-1997,Gare secondaire d'un site de plusieurs gares
A6        ,APRR      ,Yonne,*,128,100,JOIGNY,Gare sur bretelle d'échangeur                                                                       ,JOIGNY (ENTREE VERS PARIS)              ,31-03-1967,Gare secondaire d'un site de plusieurs gares
A6        ,APRR      ,Yonne,*,128,100,,Gare sur bretelle d'échangeur                                                                       ,JOIGNY (SORTIE VENANT DE LYON),15-12-1997,Gare secondaire d'un site de plusieurs gares
A6        ,APRR      ,Yonne,*,128,100,,Gare sur bretelle d'échangeur                                                                       ,JOIGNY (SORTIE VENANT DE PARIS),31-03-1967,Gare secondaire d'un site de plusieurs gares
A6        ,APRR      ,Yonne,*,153,659,AUXERRE NORD,Sur échangeur (diffuseur)                                                                           ,AUXERRE NORD,31-03-1967,Gare isolée
A6        ,APRR      ,Yonne,*,164,971,AUXERRE SUD,Sur échangeur (diffuseur)                                                                           ,AUXERRE SUD,31-12-1965,Gare isolée
A6        ,APRR      ,Yonne,*,190,133,NITRY,Sur échangeur (diffuseur)                                                                           ,NITRY,30-11-1963,Gare isolée
A6        ,APRR      ,Yonne,*,209,472,AVALLON,Sur échangeur (diffuseur)                                                                           ,AVALLON,31-10-1969,Gare isolée
A6        ,APRR      ,Céte d'or,*,235,363,BIERRE LES SEMUR,Sur échangeur (diffuseur)                                                                           ,BIERRE LES SEMUR,31-10-1969,Gare isolée
A6        ,APRR      ,Céte d'or,*,264,407,BIF A6.A38 POUILLY EN AUXOIS,Sur échangeur (diffuseur)                                                                           ,POUILLY EN AUXOIS                       ,31-10-1969,Gare isolée
A6        ,APRR      ,Céte d'or,*,301,57,RN74,Sur échangeur (diffuseur)                                                                           ,BEAUNE NORD,01-11-1997,Gare isolée
A6        ,APRR      ,Céte d'or,*,306,780,BEAUNE,Sur échangeur (diffuseur)                                                                           ,BEAUNE,31-10-1970,Gare isolée
A6        ,APRR      ,Saéne et Loire,*,328,970,CHALON NORD,Sur échangeur (diffuseur)                                                                           ,CHALON NORD,30-10-1970,Gare isolée
A6        ,APRR      ,Saéne et Loire,*,335,130,CHALON SUD,Gare sur bretelle d'échangeur                                                                       ,CHALON SUD ( ENTREE)                    ,15-11-1996,Gare isolée
A6        ,APRR      ,Saéne et Loire,*,335,130,,Gare sur bretelle d'échangeur                                                                       ,CHALON SUD (SORTIE),30-10-1970,Gare isolée
A6        ,APRR      ,Saéne et Loire,*,355,420,TOURNUS,Sur échangeur (diffuseur)                                                                           ,TOURNUS                                 ,31-10-1970,Gare isolée
A6        ,APRR      ,Saéne et Loire,*,380,900,MACON NORD,Sur échangeur (diffuseur)                                                                           ,MACON NORD,30-10-1970,Gare isolée
A6        ,APRR      ,Saéne et Loire,*,391,220,MACON SUD,Sur échangeur (diffuseur)                                                                           ,MACON SUD,31-12-1969,Gare isolée
A6        ,APRR      ,Rhéne,*,412,500,BELLEVILLE,Sur échangeur (diffuseur)                                                                           ,BELLEVILLE,31-12-1969,Gare isolée
A6        ,APRR      ,Rhéne,*,421,450,VILLEFRANCHE NORD,Sur échangeur (diffuseur)                                                                           ,VILLEFRANCHE NORD,10-11-2006,Gare isolée
A6        ,APRR      ,Rhéne,-,426,540,,Gare sur bretelle d'échangeur                                                                       ,VILLEFRANCHE VILLE (SENS -),16-12-1968,Gare secondaire d'un site de plusieurs gares
A6        ,APRR      ,Rhéne,+,426,540,,Gare sur bretelle d'échangeur                                                                       ,VILLEFRANCHE VILLE (SENS +),16-12-1968,Gare secondaire d'un site de plusieurs gares
A6        ,APRR      ,Rhéne,*,427,300,,Barrière pleine voie sur l'autoroute                                                                ,VILLEFRANCHE LIMAS,16-12-1968,Gare principale d'un site de plusieurs gares
A61       ,ASF       ,Garonne (Haute Garonne),-,240,517,,Barrière pleine voie sur l'autoroute                                                                ,TOULOUSE SUD-EST (SORTIE ),04-04-1979,Gare isolée
A61       ,ASF       ,Garonne (Haute Garonne),-,240,517,,Barrière pleine voie sur l'autoroute                                                                ,TOULOUSE SUD-OUEST (SORTIE),04-04-1979,Gare isolée
A61       ,ASF       ,Garonne (Haute Garonne),+,240,517,,Barrière pleine voie sur l'autoroute                                                                ,TOULOUSE SUD-EST (ENTREE),04-04-1979,Gare isolée
A61       ,ASF       ,Garonne (Haute Garonne),+,240,517,,Barrière pleine voie sur l'autoroute                                                                ,TOULOUSE SUD-OUEST (ENTREE),04-04-1979,Gare isolée
A61       ,ASF       ,Garonne (Haute Garonne),*,263,794,VILLEFRANCHE DE LAURAGAIS,Sur échangeur (diffuseur)                                                                           ,VILLEFRANCHE DE LAURAGAIS,04-04-1979,Gare isolée
A61       ,ASF       ,Aude,*,287,762,CASTELNAUDARY,Sur échangeur (diffuseur)                                                                           ,CASTELNAUDARY,26-10-1979,Gare isolée
A61       ,ASF       ,Aude,*,301,565,BRAM,Sur échangeur (diffuseur)                                                                           ,BRAM,29-10-1993,Gare isolée
A61       ,ASF       ,Aude,*,319,410,CARCASSONNE OUEST,Sur échangeur (diffuseur)                                                                           ,CARCASSONNE OUEST,26-10-1979,Gare isolée
A61       ,ASF       ,Aude,*,329,445,CARCASSONNE EST,Sur échangeur (diffuseur)                                                                           ,CARCASSONNE EST,02-01-1979,Gare isolée
A61       ,ASF       ,Aude,*,356,890,LEZIGNAN,Sur échangeur (diffuseur)                                                                           ,LEZIGNAN,02-01-1979,Gare isolée
A62       ,ASF       ,Gironde,*,15,200,,Barrière pleine voie sur l'autoroute                                                                ,ST SELVE,19-12-1975,Gare isolée
A62       ,ASF       ,Gironde,*,24,297,PODENSAC,Sur échangeur (diffuseur)                                                                           ,PODENSAC,19-12-1975,Gare isolée
A62       ,ASF       ,Gironde,*,35,175,LANGON,Sur échangeur (diffuseur)                                                                           ,LANGON                                  ,19-12-1975,Gare isolée
A62       ,ASF       ,Gironde,*,54,313,LA REOLE,Sur échangeur (diffuseur)                                                                           ,LA REOLE,13-10-1981,Gare isolée
A62       ,ASF       ,Lot et Garonne,*,71,286,MARMANDE,Sur échangeur (diffuseur)                                                                           ,MARMANDE,12-05-1979,Gare isolée
A62       ,ASF       ,Lot et Garonne,*,92,755,AIGUILLON,Sur échangeur (diffuseur)                                                                           ,AIGUILLON,12-05-1979,Gare isolée
A62       ,ASF       ,Lot et Garonne,*,124,165,AGEN,Sur échangeur (diffuseur)                                                                           ,AGEN,30-10-1980,Gare isolée
A62       ,ASF       ,Tarn et Garonne,*,149,65,VALENCE D'AGEN,Sur échangeur (diffuseur)                                                                           ,VALENCE D'AGEN,28-06-1982,Gare isolée
A62       ,ASF       ,Tarn et Garonne,*,168,657,CASTELSARRASIN,Sur échangeur (diffuseur)                                                                           ,CASTELSARRASIN,28-06-1982,Gare isolée
A62       ,ASF       ,Tarn et Garonne,*,192,105,,Gare sur bretelle d'échangeur                                                                       ,MONTAUBAN,30-10-1980,Gare isolée
A62       ,ASF       ,Garonne (Haute Garonne),*,211,950,EUROCENTRE,Sur échangeur (diffuseur)                                                                           ,EUROCENTRE,06-10-1997,Gare isolée
A62       ,ASF       ,Garonne (Haute Garonne),*,217,770,SAINT JORY,Sur échangeur (diffuseur)                                                                           ,SAINT JORY,30-10-1980,Gare isolée
A62       ,ASF       ,Garonne (Haute Garonne),-,224,570,,Barrière pleine voie sur l'autoroute                                                                ,TOULOUSE NORD-EST (ENTREE),30-10-1980,Gare isolée
A62       ,ASF       ,Garonne (Haute Garonne),-,224,570,,Barrière pleine voie sur l'autoroute                                                                ,TOULOUSE NORD-OUEST (ENTREE),30-10-1980,Gare isolée
A62       ,ASF       ,Garonne (Haute Garonne),+,224,570,,Barrière pleine voie sur l'autoroute                                                                ,TOULOUSE NORD-EST (SORTIE),30-10-1980,Gare isolée
A62       ,ASF       ,Garonne (Haute Garonne),+,224,570,,Barrière pleine voie sur l'autoroute                                                                ,TOULOUSE NORD-OUEST (SORTIE),30-10-1980,Gare isolée
A63       ,ASF       ,Landes,*,58,50,,Barrière pleine voie sur l'autoroute                                                                ,SAUGNAC ET MURET,,Gare isolée
A63       ,ASF       ,Landes,*,123,230,,Barrière pleine voie sur l'autoroute                                                                ,CASTETS,,Gare isolée
A63       ,ASF       ,Landes,*,156,80,DIFFUSEUR D'HOSSEGOR-CAPBRETON,Sur échangeur (diffuseur)                                                                           ,BENNESSE-MARENNE -CAP BRETON,15-04-1981,Gare isolée
A63       ,ASF       ,Landes,*,156,408,,Barrière pleine voie sur l'autoroute                                                                ,BENESSE MAREMNE,15-04-1981,Gare isolée
A63       ,ASF       ,Landes,*,166,588,,Gare sur bretelle d'échangeur                                                                       ,ONDRES,15-06-1990,Gare isolée
A63       ,ASF       ,Pyrénées Atlantiques,*,178,980,,Gare sur bretelle d'échangeur                                                                       ,BAYONNE SUD,27-06-1980,Gare isolée
A63       ,ASF       ,Pyrénées Atlantiques,*,183,630,DIFFUSEUR DE BIARRITZ,Sur échangeur (diffuseur)                                                                           ,BIARRITZ LA NEGRESSE (SATELLITE),21-06-1978,Gare secondaire d'un site de plusieurs gares
A63       ,ASF       ,Pyrénées Atlantiques,*,183,820,,Barrière pleine voie sur l'autoroute                                                                ,BIARRITZ   LA NEGRESSE,21-06-1978,Gare principale d'un site de plusieurs gares
A63       ,ASF       ,Pyrénées Atlantiques,*,197,788,,Gare sur bretelle d'échangeur                                                                       ,SAINT JEAN DE LUZ SUD (ENTREE),30-06-1976,Gare isolée
A63       ,ASF       ,Pyrénées Atlantiques,*,197,788,,Gare sur bretelle d'échangeur                                                                       ,SAINT JEAN DE LUZ SUD (SORTIE),30-06-1976,Gare isolée
A63       ,ASF       ,Pyrénées Atlantiques,*,204,938,,Barrière pleine voie sur l'autoroute                                                                ,BIRIATOU,30-06-1976,Gare isolée
A64       ,ASF       ,Pyrénées Atlantiques,*,23,640,,Gare sur bretelle d'échangeur                                                                       ,GUICHE (ENTREE),19-12-1991,Gare isolée
A64       ,ASF       ,Pyrénées Atlantiques,*,23,640,,Gare sur bretelle d'échangeur                                                                       ,GUICHE (SORTIE),19-12-1991,Gare isolée
A64       ,ASF       ,Pyrénées Atlantiques,*,27,386,,Barrière pleine voie sur l'autoroute                                                                ,SAMES,20-12-1991,Gare isolée
A64       ,ASF       ,Landes,*,34,585,,Gare sur bretelle d'échangeur                                                                       ,PEYREHORADE,09-07-1991,Gare isolée
A64       ,ASF       ,Pyrénées Atlantiques,*,50,130,SALIES DE BEARN,Sur échangeur (diffuseur)                                                                           ,SALIES DE BEARN,02-06-1989,Gare isolée
A64       ,ASF       ,Pyrénées Atlantiques,*,66,480,ORTHEZ,Sur échangeur (diffuseur)                                                                           ,ORTHEZ,28-10-1982,Gare isolée
A64       ,ASF       ,Pyrénées Atlantiques,*,85,130,ARTIX,Sur échangeur (diffuseur)                                                                           ,ARTIX,28-10-1982,Gare isolée
A64       ,ASF       ,Pyrénées Atlantiques,*,103,560,PAU,Sur échangeur (diffuseur)                                                                           ,PAU,31-03-1985,Gare isolée
A64       ,ASF       ,Pyrénées Atlantiques,*,117,589,SOUMOULOU,Sur échangeur (diffuseur)                                                                           ,SOUMOULOU,21-03-1985,Gare isolée
A64       ,ASF       ,Pyrénées (Hautes Pyrénées),*,137,610,TARBES-OUEST,Sur échangeur (diffuseur)                                                                           ,TARBES OUEST                            ,01-07-1988,Gare isolée
A64       ,ASF       ,Pyrénées (Hautes Pyrénées),*,145,50,TARBES EST,Sur échangeur (diffuseur)                                                                           ,TARBES EST                              ,26-01-1989,Gare isolée
A64       ,ASF       ,Pyrénées (Hautes Pyrénées),*,158,180,TOURNAY,Sur échangeur (diffuseur)                                                                           ,TOURNAY,04-02-1993,Gare isolée
A64       ,ASF       ,Pyrénées (Hautes Pyrénées),*,170,716,CAPVERN,Sur échangeur (diffuseur)                                                                           ,CAPVERN,09-07-1991,Gare isolée
A64       ,ASF       ,Pyrénées (Hautes Pyrénées),*,175,0,LANNEMEZAN,Sur échangeur (diffuseur)                                                                           ,LANNEMEZAN,09-07-1991,Gare isolée
A64       ,ASF       ,Garonne (Haute Garonne),*,192,436,,Gare sur bretelle d'échangeur                                                                       ,MONTREJEAU,09-07-1996,Gare isolée
A64       ,ASF       ,Garonne (Haute Garonne),*,206,260,SAINT GAUDENS,Sur échangeur (diffuseur)                                                                           ,SAINT GAUDENS,09-07-1996,Gare isolée
A64       ,ASF       ,Garonne (Haute Garonne),*,218,100,,Barrière pleine voie sur l'autoroute                                                                ,LESTELLE,09-07-1996,Gare isolée
A64       ,ASF       ,Garonne (Haute Garonne),*,218,249,LESTELLE,Sur échangeur (diffuseur)                                                                           ,LESTELLE (ECHANGEUR),09-07-1996,Gare isolée
A64       ,ASF       ,Garonne (Haute Garonne),*,278,340,,Barrière pleine voie sur l'autoroute                                                                ,MURET,05-03-1996,Gare isolée
A641      ,ASF       ,Landes,*,0,50,,Barrière pleine voie sur l'autoroute                                                                ,PEYREHORADE,01-12-1994,Gare isolée
A65       ,ALIENOR   ,Gironde,*,11,180,DIF BAZAS,Sur échangeur (diffuseur)                                                                           ,BAZAS,16-12-2010,Gare isolée
A65       ,ALIENOR   ,Gironde,*,30,350,DIF CAPTIEUX,Sur échangeur (diffuseur)                                                                           ,CAPTIEUX,16-12-2010,Gare isolée
A65       ,ALIENOR   ,Landes,*,58,900,DIF ROQUEFORT,Sur échangeur (diffuseur)                                                                           ,ROQUEFORT,16-12-2010,Gare isolée
A65       ,ALIENOR   ,Landes,*,70,620,DIF CALOY,Sur échangeur (diffuseur)                                                                           ,CALOY,16-12-2010,Gare isolée
A65       ,ALIENOR   ,Landes,*,99,450,DIF AIRE / ADOUR N,Sur échangeur (diffuseur)                                                                           ,AIRE SUR L'ADOUR NORD,16-12-2010,Gare isolée
A65       ,ALIENOR   ,Landes,*,105,900,DIF AIRE / ADOUR S,Sur échangeur (diffuseur)                                                                           ,AIRE SUR L'ADOUR SUD,16-12-2010,Gare isolée
A65       ,ALIENOR   ,Pyrénées Atlantiques,*,118,0,DIF GARLIN,Sur échangeur (diffuseur)                                                                           ,GARLIN,16-12-2010,Gare isolée
A65       ,ALIENOR   ,Pyrénées Atlantiques,*,130,60,DIF THEZE,Sur échangeur (diffuseur)                                                                           ,THEZE,16-12-2010,Gare isolée
A66       ,ASF       ,Garonne (Haute Garonne),*,5,559,NAILLOUX,Sur échangeur (diffuseur)                                                                           ,NAILLOUX,27-02-2002,Gare isolée
A66       ,ASF       ,Ariège,*,26,696,MAZERES,Sur échangeur (diffuseur)                                                                           ,MAZERES,27-02-2002,Gare isolée
A66       ,ASF       ,Ariège,*,36,39,,Barrière pleine voie sur l'autoroute                                                                ,PAMIER,27-02-2002,Gare isolée
A68       ,ASF       ,Garonne (Haute Garonne),*,2,577,L'UNION,Sur échangeur (diffuseur)                                                                           ,L ' UNION,03-09-1993,Gare isolée
A68       ,ASF       ,Garonne (Haute Garonne),*,2,870,,Barrière pleine voie sur l'autoroute                                                                ,TOULOUSE EST,03-09-1993,Gare isolée
A7        ,ASF       ,Isére,-,6,0,,Barrière pleine voie sur l'autoroute                                                                ,VIENNE-REVENTIN (SENS -),23-10-1964,Gare isolée
A7        ,ASF       ,Isére,+,6,0,,Barrière pleine voie sur l'autoroute                                                                ,VIENNE REVENTIN (SENS +),23-10-1964,Gare isolée
A7        ,ASF       ,Isére,+,16,0,,Gare sur bretelle d'échangeur                                                                       ,AUBERIVES,29-11-1982,Gare isolée
A7        ,ASF       ,Isére,*,23,630,CHANAS,Sur échangeur (diffuseur)                                                                           ,CHANAS,31-07-1965,Gare isolée
A7        ,ASF       ,Drôme,*,55,109,TAIN L'HERMITAGE,Sur échangeur (diffuseur)                                                                           ,TAIN L'HERMITAGE,31-07-1965,Gare isolée
A7        ,ASF       ,Drôme,*,65,838,VALENCE NORD,Sur échangeur (diffuseur)                                                                           ,VALENCE NORD,31-07-1965,Gare isolée
A7        ,ASF       ,Drôme,*,73,770,VALENCE SUD,Sur échangeur (diffuseur)                                                                           ,VALENCE SUD,07-12-1966,Gare isolée
A7        ,ASF       ,Drôme,*,92,272,LORIOL,Sur échangeur (diffuseur)                                                                           ,LORIOL,07-12-1966,Gare isolée
A7        ,ASF       ,Drôme,*,102,210,MONTELIMAR NORD,Sur échangeur (diffuseur)                                                                           ,MONTELIMAR NORD,07-12-1966,Gare isolée
A7        ,ASF       ,Drôme,*,124,633,MONTELIMAR SUD,Sur échangeur (diffuseur)                                                                           ,MONTELIMAR SUD,28-06-1968,Gare isolée
A7        ,ASF       ,Vaucluse,*,146,270,BOLLENE,Sur échangeur (diffuseur)                                                                           ,BOLLENE                                 ,17-12-1968,Gare isolée
A7        ,ASF       ,Vaucluse,*,161,200,PIOLENC,Sur échangeur (diffuseur)                                                                           ,PIOLENC,,Gare isolée
